date,国债到期收益率:1年,国债到期收益率:2年,国债到期收益率:5年,国债到期收益率:10年,X10_5,1D,5D,10D,20D,30D,40D,NUM,定期存款利率:1年(整存整取),短期贷款利率:6个月至1年(含),贷款市场报价利率(LPR):1年,R,R：10M,R：5M
2018/11/30,2.4707,2.7111,3.1538,3.3698,21.6,1.8,-0.97,9.23,3.98,-2.16,-1.68,2658,1.5,4.35,4.31,2.72,2.55,2.54
2018/12/3,2.4837,2.7482,3.126,3.36,23.4,0.34,2.68,6.05,2.09,-6.55,-2.89,2659,1.5,4.35,4.31,2.53,2.54,2.54
2018/12/4,2.4603,2.7149,3.0827,3.3201,23.74,-2.26,3.26,7.53,1.59,-6.85,-3.49,2660,1.5,4.35,4.31,2.46,2.52,2.51
2018/12/5,2.4615,2.6956,3.0628,3.2776,21.48,-1.36,4.56,7.08,1.11,-3.72,-2.48,2661,1.5,4.35,4.31,2.27,2.48,2.45
2018/12/6,2.4696,2.6674,3.0741,3.2753,20.12,0.51,6.39,6.12,1.69,-2.79,-2.49,2662,1.5,4.35,4.31,2.44,2.48,2.48
2018/12/7,2.443,2.6461,3.0841,3.2904,20.63,5.45,10.2,8.03,0.41,-3.49,-1.51,2663,1.5,4.35,4.31,2.43,2.48,2.43
2018/12/10,2.4823,2.6564,3.0049,3.2657,26.08,0.92,3.37,0.82,-2.74,-6.67,-4.7,2664,1.5,4.35,4.31,2.48,2.48,2.41
2018/12/11,2.4869,2.6839,2.9961,3.2661,27,-0.96,4.27,-2.09,-5.15,-7.57,-4.19,2665,1.5,4.35,4.31,2.49,2.47,2.42
2018/12/12,2.4541,2.6502,3.0104,3.2708,26.04,0.47,2.52,-1.31,-4.34,-6.54,-3.86,2666,1.5,4.35,4.31,2.45,2.46,2.46
2018/12/13,2.4743,2.6818,3.0464,3.3115,26.51,4.32,-0.27,-4.87,-5.86,-3.84,-7.09,2667,1.5,4.35,4.31,2.56,2.48,2.48
2018/12/14,2.4716,2.7315,3.0434,3.3517,30.83,-1.38,-2.17,-5.25,-11.39,-10.91,-8.55,2668,1.5,4.35,4.31,2.71,2.48,2.54
2018/12/17,2.4733,2.6997,3.0571,3.3516,29.45,1.82,-2.55,-3.96,-12.6,-8.94,-7.21,2669,1.5,4.35,4.31,2.69,2.5,2.58
2018/12/18,2.5292,2.7557,3.0593,3.372,31.27,-2.71,-6.36,-5.94,-14.38,-11.02,-9.47,2670,1.5,4.35,4.31,2.76,2.53,2.63
2018/12/19,2.6111,2.7829,3.0568,3.3424,28.56,-2.32,-3.83,-5.97,-10.8,-9.56,-6.88,2671,1.5,4.35,4.31,2.71,2.57,2.69
2018/12/20,2.6818,2.7753,3.0434,3.3058,26.24,2.42,-4.6,-4.43,-8.91,-8.61,-1.59,2672,1.5,4.35,4.31,2.61,2.59,2.7
2018/12/21,2.6929,2.7948,3.0361,3.3227,28.66,-1.76,-3.08,-7.62,-11.52,-9.54,-9.96,2673,1.5,4.35,4.31,2.51,2.6,2.66
2018/12/24,2.6881,2.781,3.0663,3.3353,26.9,-1.99,-1.41,-3.56,-7.49,-5.52,-13.38,2674,1.5,4.35,4.31,2.33,2.58,2.58
2018/12/25,2.7047,2.8202,3.064,3.3131,24.91,-0.18,0.42,-3.06,-5.48,-2.1,-9.83,2675,1.5,4.35,4.31,2.05,2.54,2.44
2018/12/26,2.6811,2.7854,3.0648,3.3121,24.73,-3.09,-2.14,-3.03,-5.23,-2.55,-11.17,2676,1.5,4.35,4.31,2.05,2.5,2.31
2018/12/27,2.6812,2.7793,3.0663,3.2827,21.64,3.94,0.17,-0.99,1.03,-2.22,-7.19,2677,1.5,4.35,4.31,1.81,2.42,2.15
2018/12/28,2.6437,2.7941,2.9868,3.2426,25.58,-0.09,-4.54,-6.14,-5.66,-3.3,-12.65,2678,1.5,4.35,4.31,1.33,2.28,1.91
2019/1/2,2.5659,2.6799,2.9493,3.2042,25.49,-0.16,-2.15,-8.64,-4.98,-3.25,-13.03,2679,1.5,4.35,4.31,2.28,2.24,1.9
2019/1/3,2.5143,2.6405,2.8984,3.1517,25.33,-2.74,-3.48,-8.44,-5.08,-3.53,-14.34,2680,1.5,4.35,4.31,1.97,2.16,1.89
2019/1/4,2.4899,2.634,2.9057,3.1316,22.59,-0.78,-0.89,-4.83,-3.59,-0.91,-9.64,2681,1.5,4.35,4.31,1.64,2.06,1.81
2019/1/7,2.434,2.6075,2.9328,3.1509,21.81,-0.77,-1.16,-4.48,-4.18,2.84,-9.44,2682,1.5,4.35,4.31,1.43,1.94,1.73
2019/1/8,2.3548,2.5581,2.9011,3.1115,21.04,2.3,-1.6,-3.9,-1.92,-2.34,-11.89,2683,1.5,4.35,4.31,1.43,1.83,1.75
2019/1/9,2.358,2.5688,2.8776,3.111,23.34,-1.49,-6.49,-3.93,-1.96,-9.82,-14.59,2684,1.5,4.35,4.31,1.6,1.76,1.61
2019/1/10,2.3644,2.5787,2.9027,3.1212,21.85,-0.15,-4.96,-2.42,0.96,-6.77,-13.12,2685,1.5,4.35,4.31,1.78,1.73,1.58
2019/1/11,2.4167,2.6127,2.8936,3.1106,21.7,-1.05,-3.94,-2.2,0.48,-8.14,-13.76,2686,1.5,4.35,4.31,1.75,1.7,1.6
2019/1/14,2.4238,2.6181,2.9147,3.1212,20.65,-1.21,-3.32,2.02,-1.23,-6.2,-17.38,2687,1.5,4.35,4.31,1.93,1.71,1.7
2019/1/15,2.4538,2.6392,2.9533,3.1477,19.44,-2.59,-2.3,0.48,2.84,-6.51,-10.35,2688,1.5,4.35,4.31,2.31,1.81,1.87
2019/1/16,2.457,2.6431,2.9173,3.0858,16.85,0.04,2.56,3.66,5.39,-4.39,-7.81,2689,1.5,4.35,4.31,2.36,1.82,2.02
2019/1/17,2.4212,2.5775,2.9043,3.0732,16.89,0.87,2.54,3.36,4.91,-5.9,-4.45,2690,1.5,4.35,4.31,2.31,1.85,2.13
2019/1/18,2.4225,2.5768,2.9248,3.1024,17.76,-0.43,1.74,1.24,3.92,-4.81,-9.21,2691,1.5,4.35,4.31,2.22,1.91,2.22
2019/1/21,2.4266,2.5748,2.9413,3.1146,17.33,-0.19,5.34,0.3,7.32,-4.96,-7.86,2692,1.5,4.35,4.31,2.28,2,2.3
2019/1/22,2.4442,2.5948,2.9438,3.1152,17.14,2.27,2.78,1.98,1.56,-7.99,-9.23,2693,1.5,4.35,4.31,2.29,2.08,2.29
2019/1/23,2.4053,2.5924,2.9422,3.1363,19.41,0.02,1.1,1.97,-5.89,-10.66,-8.33,2694,1.5,4.35,4.31,2.3,2.15,2.28
2019/1/24,2.4089,2.5726,2.9303,3.1246,19.43,0.07,0.82,3.38,-4.35,-10.7,-10.78,2695,1.5,4.35,4.31,2.32,2.21,2.28
2019/1/25,2.404,2.5818,2.9433,3.1383,19.5,3.17,-0.5,2.68,-5.94,-11.56,-8.43,2696,1.5,4.35,4.31,2.4,2.27,2.32
2019/1/28,2.4106,2.5863,2.9311,3.1578,22.67,-2.75,-5.04,-3.25,-8.22,-19.4,-8.95,2697,1.5,4.35,4.31,2.23,2.3,2.31
2019/1/29,2.4032,2.5687,2.933,3.1322,19.92,0.59,-0.8,2.36,-6.99,-10.83,-5.33,2698,1.5,4.35,4.31,2.12,2.28,2.27
2019/1/30,2.385,2.5381,2.9225,3.1276,20.51,-0.26,0.87,1.73,-8.05,-11.47,-6.25,2699,1.5,4.35,4.31,2.03,2.25,2.22
2019/1/31,2.408,2.5806,2.914,3.1165,20.25,-1.25,2.56,1.55,-9.26,-7.81,-4.36,2700,1.5,4.35,4.31,2.3,2.25,2.22
2019/2/1,2.3637,2.5308,2.9163,3.1063,19,-1.37,3.18,2.68,-6.05,-10.45,-4.46,2701,1.5,4.35,4.31,2.09,2.24,2.15
2019/2/11,2.3427,2.5379,2.8926,3.0689,17.63,1.49,1.79,7.02,-5.26,-8.16,-6.68,2702,1.5,4.35,4.31,2.3,2.24,2.17
2019/2/12,2.306,2.495,2.8738,3.065,19.12,2.26,3.16,-0.42,-9.97,-11.21,-12.36,2703,1.5,4.35,4.31,2.05,2.22,2.16
2019/2/13,2.3219,2.4912,2.8615,3.0753,21.38,1.43,0.86,-7.86,-12.63,-10.3,-12.62,2704,1.5,4.35,4.31,1.76,2.16,2.1
2019/2/14,2.3275,2.5165,2.869,3.0971,22.81,-0.63,-1.01,-7.73,-14.08,-14.16,-8.95,2705,1.5,4.35,4.31,1.76,2.11,1.99
2019/2/15,2.3116,2.5075,2.8655,3.0873,22.18,-2.76,-0.5,-8.62,-14.24,-11.11,-9.95,2706,1.5,4.35,4.31,1.76,2.04,1.93
2019/2/18,2.298,2.5064,2.901,3.0952,19.42,2.86,5.23,-4.97,-16.15,-5.7,-5.49,2707,1.5,4.35,4.31,1.88,2.01,1.84
2019/2/19,2.3189,2.5212,2.9019,3.1247,22.28,-0.04,-3.58,-9.35,-13.19,-7.69,-7.05,2708,1.5,4.35,4.31,2.02,2,1.84
2019/2/20,2.318,2.5159,2.8959,3.1183,22.24,-0.44,-8.72,-9.78,-13.2,-7.98,-6.93,2709,1.5,4.35,4.31,1.9,1.98,1.86
2019/2/21,2.324,2.5144,2.9132,3.1312,21.8,-0.12,-6.72,-10.81,-9.36,-5.91,-5.13,2710,1.5,4.35,4.31,2.08,1.96,1.93
2019/2/22,2.34,2.5323,2.9224,3.1392,21.68,2.97,-8.12,-8.73,-13.13,-7.14,-4.76,2711,1.5,4.35,4.31,2.51,2,2.08
2019/2/25,2.3513,2.5372,2.934,3.1805,24.65,-5.95,-10.2,-12.28,-15.18,-13.7,-8.71,2712,1.5,4.35,4.31,2.7,2.04,2.24
2019/2/26,2.3756,2.5907,3.0236,3.2106,18.7,-5.18,-5.77,-9.55,-10.79,-11.94,-0.82,2713,1.5,4.35,4.31,2.9,2.13,2.42
2019/2/27,2.3697,2.6034,3.0337,3.1689,13.52,1.56,-1.06,-4.77,-2.44,-4.76,3.97,2714,1.5,4.35,4.31,2.73,2.22,2.58
2019/2/28,2.3993,2.6308,3.0148,3.1656,15.08,-1.52,-4.09,-6.35,-6.43,-1.22,4.28,2715,1.5,4.35,4.31,2.64,2.31,2.69
2019/3/1,2.4176,2.6251,3.05,3.1856,13.56,0.89,-0.61,-5.62,-2.49,-1.33,6.37,2716,1.5,4.35,4.31,2.2,2.35,2.63
2019/3/4,2.4404,2.6388,3.0587,3.2032,14.45,-1.52,-2.08,-11.18,-0.73,-0.52,3.3,2717,1.5,4.35,4.31,1.97,2.36,2.49
2019/3/5,2.439,2.6459,3.075,3.2043,12.93,-0.47,-3.78,-3.84,1.66,2.3,6.89,2718,1.5,4.35,4.31,2.32,2.39,2.37
2019/3/6,2.4247,2.6512,3.0846,3.2092,12.46,-1.47,-3.71,-3.42,1.8,2.85,6.29,2719,1.5,4.35,4.31,2.12,2.42,2.25
2019/3/7,2.4364,2.682,3.063,3.1729,10.99,1.96,-2.26,1.45,4.9,5.68,8.67,2720,1.5,4.35,4.31,2.1,2.42,2.14
2019/3/8,2.4281,2.6458,3.0124,3.1419,12.95,-0.58,-5.01,-4.4,1.59,3.97,6.32,2721,1.5,4.35,4.31,2.09,2.38,2.12
2019/3/11,2.4298,2.6068,3.0164,3.1401,12.37,-3.22,-9.1,-2.9,-1.42,3.57,3.69,2722,1.5,4.35,4.31,2.13,2.32,2.15
2019/3/12,2.4346,2.6274,3.0508,3.1423,9.15,-0.4,-0.06,-1.24,-2.39,8.73,4.81,2723,1.5,4.35,4.31,2.41,2.27,2.17
2019/3/13,2.4481,2.6619,3.0548,3.1423,8.75,-0.02,0.29,2.33,0.01,8.74,4.03,2724,1.5,4.35,4.31,2.12,2.21,2.17
2019/3/14,2.448,2.6555,3.055,3.1423,8.73,-0.79,3.71,-0.08,5.13,10.63,3.36,2725,1.5,4.35,4.31,2.37,2.18,2.22
2019/3/15,2.428,2.6259,3.0689,3.1483,7.94,-4.67,0.61,3.13,4.29,11.99,4.72,2726,1.5,4.35,4.31,2.75,2.24,2.36
2019/3/18,2.4406,2.6261,3.0998,3.1325,3.27,5.82,6.2,10.45,10.66,14.48,9.9,2727,1.5,4.35,4.31,2.84,2.33,2.5
2019/3/19,2.4279,2.6206,3.0438,3.1347,9.09,-0.05,-1.18,5.5,6.14,10.73,5,2728,1.5,4.35,4.31,2.74,2.37,2.57
2019/3/20,2.4435,2.6466,3.0531,3.1435,9.04,3.4,2.04,5.22,6.27,9.71,6.5,2729,1.5,4.35,4.31,2.78,2.43,2.7
2019/3/21,2.4219,2.616,3.0061,3.1305,12.44,-3.89,-3.79,3.45,4.23,7.22,5.09,2730,1.5,4.35,4.31,2.72,2.5,2.77
2019/3/22,2.4117,2.6065,3.0277,3.1132,8.55,0.92,2.52,5.99,8.37,10.72,10.62,2731,1.5,4.35,4.31,2.67,2.55,2.75
2019/3/25,2.4518,2.624,2.9936,3.0883,9.47,-1.56,4.25,1.48,6.47,6.59,8.72,2732,1.5,4.35,4.31,2.59,2.6,2.7
2019/3/26,2.4374,2.6095,2.9791,3.0582,7.91,3.17,6.68,-1.15,9.97,6.05,13.09,2733,1.5,4.35,4.31,2.54,2.61,2.66
2019/3/27,2.4085,2.5762,2.9821,3.0929,11.08,-2.43,3.18,-2.32,6.41,1.7,4.37,2734,1.5,4.35,4.31,2.33,2.63,2.57
2019/3/28,2.4033,2.567,2.9768,3.0633,8.65,2.42,7.24,5.21,10.71,3.44,8.91,2735,1.5,4.35,4.31,2.09,2.61,2.44
2019/3/29,2.3968,2.5761,2.9526,3.0633,11.07,2.65,3.47,1.16,8.86,1.59,9.25,2736,1.5,4.35,4.31,2.72,2.6,2.45
2019/4/1,2.395,2.5974,2.996,3.1332,13.72,0.87,-2.77,0.21,4.03,-0.55,6.19,2737,1.5,4.35,4.31,2.36,2.55,2.41
2019/4/2,2.4394,2.6413,3.027,3.1729,14.59,-0.33,-7.83,0.64,5.23,-0.5,3.44,2738,1.5,4.35,4.31,2,2.48,2.3
2019/4/3,2.5181,2.7236,3.1001,3.2427,14.26,1.63,-5.5,1.05,4.49,1.28,2.25,2739,1.5,4.35,4.31,1.71,2.37,2.18
2019/4/4,2.3995,2.7468,3.114,3.2729,15.89,-1.35,-2.03,0.78,3.77,1.64,-0.42,2740,1.5,4.35,4.31,1.47,2.25,2.05
2019/4/8,2.4452,2.7119,3.1078,3.2532,14.54,-3.59,-2.31,2.38,4.73,4.63,-0.15,2741,1.5,4.35,4.31,1.49,2.13,1.81
2019/4/9,2.4553,2.7148,3.1737,3.2832,10.95,-4.19,2.98,4.99,5.11,7.24,3,2742,1.5,4.35,4.31,1.88,2.06,1.71
2019/4/10,2.4664,2.7537,3.2357,3.3033,6.76,2,8.47,11.12,7.2,14.24,7.84,2743,1.5,4.35,4.31,2.35,2.04,1.78
2019/4/11,2.4077,2.6978,3.196,3.2836,8.76,5.1,6.55,8.73,4.02,6.69,5.05,2744,1.5,4.35,4.31,2.79,2.09,2
2019/4/12,2.446,2.7412,3.1759,3.3145,13.86,-1.63,2.81,5.5,-1.77,3.7,1.04,2745,1.5,4.35,4.31,2.69,2.15,2.24
2019/4/15,2.5265,2.7928,3.2415,3.3638,12.23,1.7,4.69,7.7,0.43,8.09,2.92,2746,1.5,4.35,4.31,2.87,2.16,2.52
2019/4/16,2.541,2.845,3.2633,3.4026,13.93,1.3,2.01,3.82,-0.76,5.98,2.55,2747,1.5,4.35,4.31,2.97,2.22,2.74
2019/4/17,2.5999,2.8727,3.2316,3.3839,15.23,0.08,2.65,4.59,-1.14,2.8,2.45,2748,1.5,4.35,4.31,3.06,2.33,2.88
2019/4/18,2.7615,2.9331,3.2106,3.3637,15.31,1.36,2.18,3.44,0.23,1.2,2.31,2749,1.5,4.35,4.31,2.86,2.44,2.89
2019/4/19,2.6634,2.8557,3.1999,3.3666,16.67,0.25,2.69,2.99,0.86,-1.2,0.96,2750,1.5,4.35,4.31,2.69,2.57,2.89
2019/4/22,2.6797,2.8589,3.2344,3.4036,16.92,-0.98,3.01,2.35,2.25,-2.53,2.13,2751,1.5,4.35,4.31,2.6,2.68,2.84
2019/4/23,2.688,2.8596,3.2452,3.4046,15.94,1.94,1.81,0.12,2.25,-1.99,1.71,2752,1.5,4.35,4.31,2.91,2.78,2.82
2019/4/24,2.6766,2.8514,3.2646,3.4434,17.88,-0.39,1.94,-3.92,3.12,-3.28,0.25,2753,1.5,4.35,4.31,2.83,2.83,2.78
2019/4/25,2.678,2.8422,3.2443,3.4192,17.49,1.87,1.26,-4.71,-2.04,-3.68,0.13,2754,1.5,4.35,4.31,2.84,2.83,2.77
2019/4/26,2.6445,2.8057,3.2154,3.409,19.36,0.57,0.3,-7.27,-1.8,-4.46,-1.27,2755,1.5,4.35,4.31,2.5,2.81,2.73
2019/4/29,2.6904,2.8897,3.225,3.4243,19.93,-2.18,-0.66,-7.27,0.39,-4.78,-2.79,2756,1.5,4.35,4.31,1.72,2.7,2.56
2019/4/30,2.6895,2.8856,3.2075,3.385,17.75,2.07,-1.69,-4.58,2.16,-1.27,-1.73,2757,1.5,4.35,4.31,2.12,2.61,2.4
2019/5/6,2.6487,2.8266,3.147,3.3452,19.82,-1.07,-5.86,-5.73,-1.79,-2.14,-5.65,2758,1.5,4.35,4.31,1.68,2.47,2.17
2019/5/7,2.6728,2.8844,3.1678,3.3553,18.75,0.91,-5.97,-3.21,-2.24,-1.13,-3.68,2759,1.5,4.35,4.31,1.44,2.33,1.89
2019/5/8,2.6688,2.8793,3.149,3.3456,19.66,-0.39,-7.57,-2.13,-4.19,-2.03,-3.46,2760,1.5,4.35,4.31,1.22,2.19,1.64
2019/5/9,2.6403,2.8579,3.1379,3.3306,19.27,-3.21,-6.61,-0.1,-4.88,-0.22,-4.18,2761,1.5,4.35,4.31,1.58,2.08,1.61
2019/5/10,2.6502,2.8406,3.1557,3.3163,16.06,-2.1,-2.89,2.13,-2.11,1.59,-2.02,2762,1.5,4.35,4.31,1.88,1.98,1.56
2019/5/13,2.6896,2.868,3.1362,3.2758,13.96,-1.18,0.13,7.04,0.64,4.17,1.14,2763,1.5,4.35,4.31,2.2,1.92,1.67
2019/5/14,2.6682,2.8847,3.1551,3.2829,12.78,-0.69,2.76,2.67,1.03,4.84,1.5,2764,1.5,4.35,4.31,2.46,1.88,1.87
2019/5/15,2.6696,2.8602,3.1552,3.2761,12.09,0.57,5.44,5.47,2.81,6,2.85,2765,1.5,4.35,4.31,2.57,1.89,2.14
2019/5/16,2.6584,2.8325,3.1398,3.2664,12.66,0.51,6.51,7.66,2.49,4.48,0.93,2766,1.5,4.35,4.31,2.32,1.95,2.29
2019/5/17,2.6657,2.8404,3.1345,3.2662,13.17,0.92,5.02,6.74,3.31,2.85,1.3,2767,1.5,4.35,4.31,2.2,1.96,2.35
2019/5/20,2.6492,2.8385,3.1306,3.2715,14.09,1.45,6.91,3.94,3.59,0.08,0.47,2768,1.5,4.35,4.31,2.66,2.05,2.44
2019/5/21,2.66,2.8507,3.1406,3.296,15.54,1.99,-0.09,0.97,2.08,-0.47,-0.67,2769,1.5,4.35,4.31,2.81,2.19,2.51
2019/5/22,2.6608,2.8501,3.1483,3.3236,17.53,1.64,0.03,-2.06,0.1,-1.33,-2.39,2770,1.5,4.35,4.31,2.67,2.33,2.53
2019/5/23,2.6739,2.8607,3.1127,3.3044,19.17,-0.98,1.15,-4.78,-0.12,-4.08,-4,2771,1.5,4.35,4.31,2.62,2.44,2.59
2019/5/24,2.6737,2.8498,3.1253,3.3072,18.19,2.81,1.72,-4.24,-0.54,-4.15,-2.79,2772,1.5,4.35,4.31,2.38,2.49,2.63
2019/5/27,2.7086,2.8875,3.146,3.356,21,-5.55,-2.97,-6.4,-2.87,-5.9,-5.59,2773,1.5,4.35,4.31,2.74,2.54,2.64
2019/5/28,2.7485,2.914,3.1601,3.3146,15.45,2.11,1.06,-1.64,2.17,-1.17,-0.19,2774,1.5,4.35,4.31,2.91,2.59,2.66
2019/5/29,2.6974,2.8389,3.1123,3.2879,17.56,2.76,-2.09,-2.66,0.53,-2.62,-1.93,2775,1.5,4.35,4.31,2.51,2.58,2.63
2019/5/30,2.6915,2.8287,3.0716,3.2748,20.32,-0.41,-5.93,-5.17,-3.18,-6.73,-4.61,2776,1.5,4.35,4.31,2.08,2.56,2.52
2019/5/31,2.6773,2.783,3.0706,3.2697,19.91,-1.88,-5.96,-3.43,-3.89,-5.44,-3.98,2777,1.5,4.35,4.31,2.23,2.56,2.49
2019/6/3,2.6848,2.8416,3.0629,3.2432,18.03,-1.52,-3.43,-0.35,-3.86,-3.47,-2,2778,1.5,4.35,4.31,2.04,2.5,2.35
2019/6/4,2.6645,2.8335,3.0453,3.2104,16.51,-1.04,-2.7,1.11,-1.44,-1.64,-0.78,2779,1.5,4.35,4.31,1.78,2.4,2.13
2019/6/5,2.6558,2.8354,3.0555,3.2102,15.47,-1.08,-0.57,2.16,0.73,-0.33,0.53,2780,1.5,4.35,4.31,1.64,2.29,1.95
2019/6/6,2.65,2.8303,3.061,3.2049,14.39,-0.44,0.76,4.66,0.7,0.78,1.74,2781,1.5,4.35,4.31,1.58,2.19,1.85
2019/6/10,2.6532,2.8538,3.0805,3.22,13.95,0.65,2.53,3.7,0.09,1.45,2.19,2782,1.5,4.35,4.31,1.9,2.14,1.79
2019/6/11,2.6624,2.8642,3.1142,3.2602,14.6,-0.79,3.08,3.53,0.5,0.81,-1.25,2783,1.5,4.35,4.31,2.1,2.08,1.8
2019/6/12,2.6683,2.8661,3.1216,3.2597,13.81,1.09,3.81,3.81,0.47,1.45,-1.79,2784,1.5,4.35,4.31,1.99,1.98,1.84
2019/6/13,2.6807,2.867,3.099,3.248,14.9,0.25,2.73,3.19,0.04,0.73,-3.88,2785,1.5,4.35,4.31,1.97,1.93,1.91
2019/6/14,2.7286,2.8764,3.0786,3.2301,15.15,1.33,3.9,1.99,-1.56,0.56,-4.18,2786,1.5,4.35,4.31,1.77,1.9,1.95
2019/6/17,2.7128,2.856,3.0607,3.2255,16.48,1.2,1.17,-0.46,-2.01,-0.55,-4.6,2787,1.5,4.35,4.31,1.85,1.86,1.94
2019/6/18,2.7141,2.8539,3.066,3.2428,17.68,-0.06,0.45,-3.51,-3.12,-1.65,-7.21,2788,1.5,4.35,4.31,1.65,1.82,1.85
2019/6/19,2.7135,2.8491,3.0664,3.2426,17.62,0.01,0,-2.55,-2.75,-1.89,-8.39,2789,1.5,4.35,4.31,1.5,1.8,1.75
2019/6/20,2.6618,2.8178,3.0556,3.2319,17.63,1.42,0.46,-1.43,-2.49,-1.63,-8.25,2790,1.5,4.35,4.31,1.31,1.76,1.62
2019/6/21,2.6298,2.8038,3.046,3.2365,19.05,-1.4,-1.91,-3.96,-3.88,-2.92,-10.61,2791,1.5,4.35,4.31,1.17,1.72,1.5
2019/6/24,2.6472,2.8339,3.0693,3.2458,17.65,0.48,-1.63,-3.61,-2.25,-1.51,-8.32,2792,1.5,4.35,4.31,1.07,1.64,1.34
2019/6/25,2.6532,2.8289,3.0538,3.2351,18.13,-0.51,-3.96,-3.03,-2.72,-4.78,-7.97,2793,1.5,4.35,4.31,1.09,1.54,1.23
2019/6/26,2.6434,2.828,3.0689,3.2451,17.62,0.47,-2.55,-3.34,-2.36,-5.6,-7.7,2794,1.5,4.35,4.31,1.05,1.44,1.13
2019/6/27,2.6494,2.8432,3.0744,3.2553,18.09,-0.95,-1.89,-3.15,-2.46,-7.07,-8.17,2795,1.5,4.35,4.31,1.03,1.35,1.08
2019/6/28,2.637,2.8251,3.0589,3.2303,17.14,-1.12,-2.05,-3.55,-1.43,-6.17,-7.18,2796,1.5,4.35,4.31,1.55,1.33,1.16
2019/7/1,2.6363,2.8383,3.0597,3.2199,16.02,-1.85,-1.98,-1.55,-0.09,-4.14,-5.88,2797,1.5,4.35,4.31,1.13,1.25,1.17
2019/7/2,2.6206,2.8095,3.0293,3.171,14.17,0.9,0.93,0.39,1.86,-3.7,-3.89,2798,1.5,4.35,4.31,0.98,1.19,1.15
2019/7/3,2.5817,2.775,3.0004,3.1511,15.07,1.13,-0.79,-0.2,0.66,-5.84,-5.12,2799,1.5,4.35,4.31,0.96,1.13,1.13
2019/7/4,2.5634,2.7704,2.9885,3.1505,16.2,-1.11,-1.26,-1.06,-0.2,-6.82,-6.36,2800,1.5,4.35,4.31,0.93,1.09,1.11
2019/7/5,2.5953,2.7964,3.0145,3.1654,15.09,-1.05,-1.5,0.08,1.04,-6.65,-5.32,2801,1.5,4.35,4.31,1.13,1.09,1.03
2019/7/8,2.6266,2.8142,3.0399,3.1803,14.04,1.06,0.43,1.36,2.1,-4.71,-4.33,2802,1.5,4.35,4.31,1.51,1.13,1.1
2019/7/9,2.6224,2.8225,3.0194,3.1704,15.1,-0.82,-0.54,0.31,-1.75,-4.94,-6.29,2803,1.5,4.35,4.31,1.83,1.21,1.27
2019/7/10,2.6109,2.813,3.028,3.1708,14.28,0.66,0.59,0.98,-2.26,-4.36,-5.24,2804,1.5,4.35,4.31,1.88,1.29,1.46
2019/7/11,2.5924,2.7901,3.0122,3.1616,14.94,-1.35,0.2,0.69,-3.92,-5.02,-5.83,2805,1.5,4.35,4.31,2.05,1.39,1.68
2019/7/12,2.6084,2.7907,3.0218,3.1577,13.59,0.88,1.58,2.12,-2.62,-3.63,-2.84,2806,1.5,4.35,4.31,2.29,1.47,1.91
2019/7/15,2.617,2.8068,3.0315,3.1762,14.47,0.09,0.93,1.46,-2.59,-4.33,-5.37,2807,1.5,4.35,4.31,2.68,1.62,2.15
2019/7/16,2.6148,2.8053,3.0323,3.1779,14.56,0.31,0.85,1.47,-4.09,-4.28,-5.44,2808,1.5,4.35,4.31,2.81,1.81,2.34
2019/7/17,2.6421,2.8084,3.0281,3.1768,14.87,0.27,0.39,0.86,-5.64,-4.92,-4.29,2809,1.5,4.35,4.31,2.83,1.99,2.53
2019/7/18,2.6366,2.8025,3.0122,3.1636,15.14,0.03,0.49,0.86,-5.76,-5.3,-4.16,2810,1.5,4.35,4.31,2.9,2.19,2.7
2019/7/19,2.6321,2.8024,3.0092,3.1609,15.17,0.23,0.54,0.96,-6.73,-5.4,-3.68,2811,1.5,4.35,4.31,2.94,2.37,2.83
2019/7/22,2.6324,2.7953,2.9987,3.1527,15.4,0.01,0.53,0.74,-6.07,-5.69,-3.24,2812,1.5,4.35,4.31,2.74,2.49,2.84
2019/7/23,2.6184,2.7929,2.9938,3.1479,15.41,-0.15,0.62,-2.06,-5.25,-6.6,-2.75,2813,1.5,4.35,4.31,2.61,2.57,2.8
2019/7/24,2.6279,2.8113,3.0136,3.1662,15.26,0.37,0.47,-3.24,-5.34,-6.22,-3.76,2814,1.5,4.35,4.31,2.53,2.64,2.74
2019/7/25,2.6281,2.798,3.0097,3.166,15.63,0.08,0.37,-4.61,-5.71,-6.52,-4.31,2815,1.5,4.35,4.31,2.69,2.7,2.7
2019/7/26,2.6193,2.8005,3.0064,3.1635,15.71,0.22,0.42,-4.74,-5.75,-4.96,-3.44,2816,1.5,4.35,4.31,2.68,2.74,2.65
2019/7/29,2.6175,2.8002,3.0265,3.1858,15.93,0.1,0.21,-4.05,-5.79,-6.83,-3.22,2817,1.5,4.35,4.31,2.67,2.74,2.64
2019/7/30,2.6227,2.8054,3.021,3.1813,16.03,-0.3,-2.68,-5.56,-5.75,-6.91,-3.06,2818,1.5,4.35,4.31,2.66,2.72,2.65
2019/7/31,2.6191,2.7943,2.9989,3.1562,15.73,0.27,-3.71,-6.5,-5.78,-5.15,-1.98,2819,1.5,4.35,4.31,2.75,2.72,2.69
2019/8/1,2.5984,2.7847,2.9865,3.1465,16,0.13,-4.98,-6.62,-6.16,-5.02,-2.3,2820,1.5,4.35,4.31,2.69,2.7,2.69
